No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,date,Iprec
750,2010,2,1,5,4,NA,NA,NA,6,93.35,1018,7,NE,81,2010-2-1-5,0.7
751,2010,2,1,6,4,NA,NA,NA,5,87.09,1019,7,NE,87,2010-2-1-6,1
752,2010,2,1,7,4,NA,NA,NA,5,93.29,1020,6,NE,92,2010-2-1-7,1.1
753,2010,2,1,8,4,NA,NA,NA,5,93.29,1021,6,NE,98,2010-2-1-8,1.4
754,2010,2,1,9,4,NA,NA,NA,4,86.99,1022,6,NE,105,2010-2-1-9,0
755,2010,2,1,10,4,NA,NA,NA,4,86.99,1023,6,NE,110,2010-2-1-10,0
756,2010,2,1,11,4,NA,NA,NA,4,86.99,1023,6,NW,4,2010-2-1-11,0
757,2010,2,1,12,4,NA,NA,NA,4,81.2,1022,7,NW,8,2010-2-1-12,0
758,2010,2,1,13,4,NA,NA,NA,3,70.67,1020,8,NE,6,2010-2-1-13,0
759,2010,2,1,14,4,NA,NA,NA,2,65.82,1021,8,NE,10,2010-2-1-14,0
760,2010,2,1,15,4,NA,NA,NA,2,65.82,1021,8,NE,14,2010-2-1-15,0
761,2010,2,1,16,4,NA,NA,NA,2,65.82,1022,8,NE,17,2010-2-1-16,0
762,2010,2,1,17,4,NA,NA,NA,1,61.26,1023,8,NW,4,2010-2-1-17,0
763,2010,2,1,18,4,NA,NA,NA,2,70.47,1023,7,NW,6,2010-2-1-18,0
764,2010,2,1,19,4,NA,NA,NA,2,70.47,1023,7,NW,8,2010-2-1-19,0
765,2010,2,1,20,4,NA,NA,NA,2,70.47,1024,7,NE,4,2010-2-1-20,0
766,2010,2,1,21,4,NA,NA,NA,1,70.27,1024,6,NE,8,2010-2-1-21,0
767,2010,2,1,22,4,NA,NA,NA,-1,60.76,1023,6,NE,11,2010-2-1-22,0
768,2010,2,1,23,4,NA,NA,NA,-1,65.13,1023,5,NE,14,2010-2-1-23,0
769,2010,2,2,0,4,NA,NA,NA,-1,65.13,1024,5,cv,2,2010-2-2-0,0
770,2010,2,2,1,4,NA,NA,NA,-1,65.13,1024,5,NE,2,2010-2-2-1,0
771,2010,2,2,2,4,NA,NA,NA,-1,65.13,1024,5,NE,5,2010-2-2-2,0
772,2010,2,2,3,4,NA,NA,NA,-1,65.13,1024,5,NE,7,2010-2-2-3,0
773,2010,2,2,4,4,NA,NA,NA,0,70.06,1024,5,NE,8,2010-2-2-4,0
774,2010,2,2,5,4,NA,NA,NA,0,70.06,1024,5,NE,10,2010-2-2-5,0
775,2010,2,2,6,4,NA,NA,NA,0,70.06,1024,5,NE,13,2010-2-2-6,0
776,2010,2,2,7,4,NA,NA,NA,0,70.06,1024,5,NE,15,2010-2-2-7,0
777,2010,2,2,8,4,NA,NA,NA,0,70.06,1024,5,NE,17,2010-2-2-8,0
778,2010,2,2,9,4,NA,NA,NA,0,65.36,1025.1,6,NE,19,2010-2-2-9,0
779,2010,2,2,10,4,NA,NA,NA,1,70.27,1024,6,NE,21,2010-2-2-10,0
780,2010,2,2,11,4,NA,NA,NA,1,70.27,1024,6,NE,24,2010-2-2-11,0.1
781,2010,2,2,12,4,NA,NA,NA,2,75.49,1023,6,SE,3,2010-2-2-12,0
782,2010,2,2,13,4,NA,NA,NA,2,70.47,1022,7,NE,4,2010-2-2-13,0
783,2010,2,2,14,4,NA,NA,NA,1,65.59,1021,7,NE,7,2010-2-2-14,0.2
784,2010,2,2,15,4,NA,NA,NA,2,75.49,1022,6,NE,10,2010-2-2-15,1.2
785,2010,2,2,16,4,NA,NA,NA,2,75.49,1023,6,NE,13,2010-2-2-16,3.2
786,2010,2,2,17,4,NA,NA,NA,2,80.92,1023,5,NE,17,2010-2-2-17,4
787,2010,2,2,18,4,NA,NA,NA,2,80.92,1023,5,NE,22,2010-2-2-18,4.9
788,2010,2,2,19,4,NA,NA,NA,2,80.92,1025.1,5,NE,27,2010-2-2-19,5.7
789,2010,2,2,20,4,NA,NA,NA,2,86.79,1025.1,4,NE,31,2010-2-2-20,6.3
790,2010,2,2,21,4,NA,NA,NA,2,86.79,1025.1,4,NE,35,2010-2-2-21,6.5
791,2010,2,2,22,4,NA,NA,NA,2,86.79,1025.1,4,NE,38,2010-2-2-22,0
792,2010,2,2,23,4,NA,NA,NA,2,80.92,1026.1,5,NE,41,2010-2-2-23,0.1
793,2010,2,3,0,4,NA,NA,NA,3,86.89,1026.1,5,NE,44,2010-2-3-0,0.2
794,2010,2,3,1,4,NA,NA,NA,3,86.89,1026.1,5,NE,47,2010-2-3-1,0.3
795,2010,2,3,2,4,NA,NA,NA,3,86.89,1026.1,5,NE,50,2010-2-3-2,0.4
796,2010,2,3,3,4,NA,NA,NA,2,80.92,1026.1,5,NE,53,2010-2-3-3,0
797,2010,2,3,4,4,NA,NA,NA,3,86.89,1026.1,5,NE,56,2010-2-3-4,0
798,2010,2,3,5,4,NA,NA,NA,2,80.92,1026.1,5,NE,59,2010-2-3-5,0
799,2010,2,3,6,4,NA,NA,NA,2,80.92,1027.1,5,NE,62,2010-2-3-6,0
800,2010,2,3,7,4,NA,NA,NA,2,80.92,1027.1,5,NE,64,2010-2-3-7,0
801,2010,2,3,8,4,NA,NA,NA,2,80.92,1027.1,5,NE,67,2010-2-3-8,0
802,2010,2,3,9,4,NA,NA,NA,1,70.27,1027.1,6,NE,71,2010-2-3-9,0
803,2010,2,3,10,4,NA,NA,NA,0,61.01,1027.1,7,NE,75,2010-2-3-10,0
804,2010,2,3,11,4,NA,NA,NA,0,56.99,1027.1,8,NE,79,2010-2-3-11,0
805,2010,2,3,12,4,NA,NA,NA,-1,52.98,1026.1,8,NE,84,2010-2-3-12,0.1
806,2010,2,3,13,4,NA,NA,NA,-1,52.98,1026.1,8,NE,87,2010-2-3-13,0
807,2010,2,3,14,4,NA,NA,NA,-2,49.22,1025.1,8,NE,91,2010-2-3-14,0
808,2010,2,3,15,4,NA,NA,NA,-1,52.98,1025.1,8,NE,96,2010-2-3-15,0
809,2010,2,3,16,4,NA,NA,NA,0,61.01,1025.1,7,NE,100,2010-2-3-16,0
810,2010,2,3,17,4,NA,NA,NA,0,61.01,1026.1,7,NE,105,2010-2-3-17,0
811,2010,2,3,18,4,NA,NA,NA,0,65.36,1026.1,6,NE,110,2010-2-3-18,0
812,2010,2,3,19,4,NA,NA,NA,0,65.36,1026.1,6,NE,115,2010-2-3-19,0
813,2010,2,3,20,4,NA,NA,NA,0,65.36,1027.1,6,NE,119,2010-2-3-20,NA
814,2010,2,3,21,4,NA,NA,NA,-1,60.76,1027.1,6,NE,123,2010-2-3-21,NA
815,2010,2,3,22,4,NA,NA,NA,0,65.36,1027.1,6,NE,127,2010-2-3-22,0
816,2010,2,3,23,4,NA,NA,NA,1,70.27,1027.1,6,NE,129,2010-2-3-23,0
817,2010,2,4,0,4,NA,NA,NA,2,75.49,1027.1,6,cv,2,2010-2-4-0,0
818,2010,2,4,1,4,NA,NA,NA,1,70.27,1028.1,6,cv,4,2010-2-4-1,0
819,2010,2,4,2,4,NA,NA,NA,1,70.27,1027.1,6,NE,2,2010-2-4-2,0
820,2010,2,4,3,4,NA,NA,NA,1,70.27,1027.1,6,NE,4,2010-2-4-3,0
821,2010,2,4,4,4,NA,NA,NA,1,70.27,1026.1,6,NE,6,2010-2-4-4,0
822,2010,2,4,5,4,NA,NA,NA,1,70.27,1026.1,6,NE,8,2010-2-4-5,0
823,2010,2,4,6,4,NA,NA,NA,1,70.27,1026.1,6,SE,3,2010-2-4-6,0
824,2010,2,4,7,4,NA,NA,NA,1,70.27,1026.1,6,NE,3,2010-2-4-7,0
825,2010,2,4,8,4,NA,NA,NA,1,65.59,1027.1,7,NE,7,2010-2-4-8,0
826,2010,2,4,9,4,NA,NA,NA,1,65.59,1027.1,7,NE,11,2010-2-4-9,0
827,2010,2,4,10,4,NA,NA,NA,1,65.59,1026.1,7,NE,16,2010-2-4-10,0
828,2010,2,4,11,4,NA,NA,NA,1,65.59,1027.1,7,NE,20,2010-2-4-11,0
829,2010,2,4,12,4,NA,NA,NA,1,61.26,1026.1,8,NE,24,2010-2-4-12,0
830,2010,2,4,13,4,NA,NA,NA,1,61.26,1025.1,8,SE,4,2010-2-4-13,0
831,2010,2,4,14,4,NA,NA,NA,0,56.99,1024,8,NE,4,2010-2-4-14,0
832,2010,2,4,15,4,NA,NA,NA,0,56.99,1024,8,SE,4,2010-2-4-15,0
833,2010,2,4,16,4,NA,NA,NA,0,56.99,1024,8,NE,4,2010-2-4-16,0
834,2010,2,4,17,4,NA,NA,NA,0,56.99,1024,8,NE,8,2010-2-4-17,0
835,2010,2,4,18,4,NA,NA,NA,0,61.01,1025.1,7,SE,3,2010-2-4-18,0
836,2010,2,4,19,4,NA,NA,NA,0,61.01,1025.1,7,SE,7,2010-2-4-19,0
837,2010,2,4,20,4,NA,NA,NA,0,61.01,1025.1,7,SE,11,2010-2-4-20,0
838,2010,2,4,21,4,NA,NA,NA,1,65.59,1025.1,7,NE,3,2010-2-4-21,0
839,2010,2,4,22,4,NA,NA,NA,1,65.59,1025.1,7,NE,7,2010-2-4-22,0
840,2010,2,4,23,4,NA,NA,NA,1,65.59,1025.1,7,NE,10,2010-2-4-23,0
841,2010,2,5,0,4,NA,NA,NA,1,65.59,1025.1,7,NE,13,2010-2-5-0,0
842,2010,2,5,1,4,NA,NA,NA,1,65.59,1025.1,7,NE,16,2010-2-5-1,0
843,2010,2,5,2,4,NA,NA,NA,1,65.59,1025.1,7,NE,19,2010-2-5-2,0
844,2010,2,5,3,4,NA,NA,NA,1,65.59,1025.1,7,NE,22,2010-2-5-3,0
845,2010,2,5,4,4,NA,NA,NA,1,65.59,1024,7,NE,25,2010-2-5-4,0
846,2010,2,5,5,4,NA,NA,NA,1,65.59,1025.1,7,NE,28,2010-2-5-5,0
847,2010,2,5,6,4,NA,NA,NA,1,65.59,1025.1,7,NE,32,2010-2-5-6,0
848,2010,2,5,7,4,NA,NA,NA,1,65.59,1025.1,7,NE,36,2010-2-5-7,0
849,2010,2,5,8,4,NA,NA,NA,1,65.59,1025.1,7,NE,40,2010-2-5-8,0
850,2010,2,5,9,4,NA,NA,NA,1,61.26,1026.1,8,NE,44,2010-2-5-9,0
851,2010,2,5,10,4,NA,NA,NA,1,61.26,1026.1,8,NE,49,2010-2-5-10,0
852,2010,2,5,11,4,NA,NA,NA,1,61.26,1026.1,8,NE,54,2010-2-5-11,0
853,2010,2,5,12,4,NA,NA,NA,1,57.25,1025.1,9,NE,59,2010-2-5-12,0
854,2010,2,5,13,4,NA,NA,NA,1,57.25,1024,9,NE,64,2010-2-5-13,0
855,2010,2,5,14,4,NA,NA,NA,1,57.25,1023,9,NE,70,2010-2-5-14,0
856,2010,2,5,15,4,NA,NA,NA,1,57.25,1023,9,SE,5,2010-2-5-15,0
857,2010,2,5,16,4,NA,NA,NA,1,57.25,1023,9,NE,4,2010-2-5-16,0
858,2010,2,5,17,4,NA,NA,NA,1,57.25,1024,9,NE,9,2010-2-5-17,0
859,2010,2,5,18,4,NA,NA,NA,0,56.99,1024,8,NE,14,2010-2-5-18,0
860,2010,2,5,19,4,NA,NA,NA,1,57.25,1024,9,NE,19,2010-2-5-19,0
861,2010,2,5,20,4,NA,NA,NA,2,61.51,1025.1,9,NE,23,2010-2-5-20,0
862,2010,2,5,21,4,NA,NA,NA,3,66.05,1025.1,9,NE,28,2010-2-5-21,0
863,2010,2,5,22,4,NA,NA,NA,3,66.05,1025.1,9,NE,33,2010-2-5-22,0
864,2010,2,5,23,4,NA,NA,NA,3,66.05,1025.1,9,NE,38,2010-2-5-23,0
1417,2010,3,1,0,1,NA,NA,NA,12,87.75,1007.1,14,SE,98,2010-3-1-0,0
1418,2010,3,1,1,1,NA,NA,NA,11,82.14,1008.1,14,SE,100,2010-3-1-1,0
1419,2010,3,1,2,1,NA,NA,NA,10,87.57,1010.2,12,NE,4,2010-3-1-2,1.3
1420,2010,3,1,3,1,NA,NA,NA,10,87.57,1010.2,12,NW,2,2010-3-1-3,1.4
1421,2010,3,1,4,1,NA,NA,NA,11,93.6,1010.2,12,NW,5,2010-3-1-4,2.5
1422,2010,3,1,5,1,NA,NA,NA,11,93.6,1010.8,12,NW,10,2010-3-1-5,2.7
1423,2010,3,1,6,1,NA,NA,NA,10,93.55,1011.9,11,NW,16,2010-3-1-6,0
1424,2010,3,1,7,1,NA,NA,NA,10,93.55,1012.9,11,NW,23,2010-3-1-7,0.1
1425,2010,3,1,8,1,NA,NA,NA,9,93.5,1013.9,10,NW,31,2010-3-1-8,0
1426,2010,3,1,9,1,NA,NA,NA,7,81.61,1015.9,10,NW,41,2010-3-1-9,0
1427,2010,3,1,10,1,NA,NA,NA,5,81.34,1016.9,8,NW,51,2010-3-1-10,0
1428,2010,3,1,11,1,NA,NA,NA,4,81.2,1018,7,NW,59,2010-3-1-11,0
1429,2010,3,1,12,1,NA,NA,NA,4,81.2,1016.9,7,NW,66,2010-3-1-12,0
1430,2010,3,1,13,1,NA,NA,NA,4,81.2,1018,7,NW,72,2010-3-1-13,0
1431,2010,3,1,14,1,NA,NA,NA,4,81.2,1018,7,NW,78,2010-3-1-14,0
1432,2010,3,1,15,1,NA,NA,NA,3,81.06,1018,6,NE,7,2010-3-1-15,0
1433,2010,3,1,16,1,NA,NA,NA,4,86.99,1018,6,NE,13,2010-3-1-16,0
1434,2010,3,1,17,1,NA,NA,NA,3,81.06,1016.9,6,NE,18,2010-3-1-17,0
1435,2010,3,1,18,1,NA,NA,NA,3,86.89,1016.9,5,NE,22,2010-3-1-18,0
1436,2010,3,1,19,1,NA,NA,NA,3,86.89,1018,5,NE,28,2010-3-1-19,0
1437,2010,3,1,20,1,NA,NA,NA,3,86.89,1018,5,NE,33,2010-3-1-20,0
1438,2010,3,1,21,1,NA,NA,NA,3,86.89,1019,5,NE,36,2010-3-1-21,0
1439,2010,3,1,22,1,NA,NA,NA,3,86.89,1019,5,NE,39,2010-3-1-22,0
1440,2010,3,1,23,1,NA,NA,NA,3,86.89,1019,5,NE,42,2010-3-1-23,0
1441,2010,3,2,0,1,NA,NA,NA,3,81.06,1018,6,NE,43,2010-3-2-0,0.3
1442,2010,3,2,1,1,NA,NA,NA,4,93.24,1018,5,NE,47,2010-3-2-1,0.4
1443,2010,3,2,2,1,NA,NA,NA,4,93.24,1015.9,5,NE,51,2010-3-2-2,0
1444,2010,3,2,3,1,NA,NA,NA,3,86.89,1018,5,NW,3,2010-3-2-3,0
1445,2010,3,2,4,1,NA,NA,NA,4,93.24,1015.9,5,NE,3,2010-3-2-4,0
1446,2010,3,2,5,1,NA,NA,NA,3,81.06,1015.9,6,NE,6,2010-3-2-5,0
1447,2010,3,2,6,1,NA,NA,NA,3,86.89,1016.9,5,NE,10,2010-3-2-6,0
1448,2010,3,2,7,1,NA,NA,NA,3,86.89,1018,5,NE,12,2010-3-2-7,0
1449,2010,3,2,8,1,NA,NA,NA,4,93.24,1019,5,NE,16,2010-3-2-8,0.3
